word lemma
ولا لا
تجعل جَعَل
يدك يَد
مغلولة مَغْلُول
الي إِلَى
عنقك عُنْق
ولا لا
تبسطها بَسَط
كل كُلّ
البسط بَسْط
فتقعد قَعَد
ملوما مَلُوم
محسورا محسورا
ان أَنَّ
ربك رَبّ
يبسط بَسَط
الرزق رِزْق
لمن مَن
يشاء شاء
ويقدر قَدَّر
انه أَنَّ
كان كان
بعباده عِبادَة
خبيرا خَبِير
بصيرا بَصِير
ولا لا
تقتلوا قَتَل
اولادكم وَلَد
خشية خَشْيَة
املاق مَلَقَة
نحن نَحْنُ
نرزقهم رَزَق
واياكم إِيّا
ان أَنَّ
قتلهم قَتَل
كان كان
خطئا خَطِئ
كبيرا كَبِير
ولا لا
تقربوا قَرُب
الزني زِنَى
انه أَنَّ
كان كان
فاحشة فاحِش
وساء ساء
سبيلا سَبِيل
ولا لا
تقتلوا قَتَل
النفس نَفْس
التي الَّذِي
حرم حَرَم
الله اللَّه
الا إِلّا
بالحق حَقّ
ومن مِن
قتل قَتَل
مظلوما مَظْلُوم
فقد قَدْ
جعلنا جَعَل
لوليه وَلِي
سلطانا سُلْطان
فلا لا
يسرف أَسْرَف
في فِي
القتل قَتْل
انه أَنَّ
كان كان
منصورا مَنْصُور
ولا لا
تقربوا قَرُب
مال مال
اليتيم يَتِيم
الا إِلّا
بالتي آلَة
هي هِيَ
احسن أَحْسَن
حتي حَتَّى
يبلغ بَلَغ
اشده شَدّ
واوفوا أَوْفَى
بالعهد عَهْد
ان أَنَّ
العهد عَهْد
كان كان
مسئولا مَسْؤُول
واوفوا أَوْفَى
الكيل كَيْل
اذا إِذا
كلتم كَلَت
وزنوا زَنَى
بالقسطاس قُسْطاس
المستقيم مُسْتَقِيم
ذلك ذٰلِكَ
خير خَيْر
واحسن أَحْسَن
تاويلا تَأْوِيل
ولا لا
تقف وَقَف
ما ما
ليس لَيِس
لك لِ
به بِ
علم عَلِم
ان أَنَّ
السمع سَمْع
والبصر بَصَر
والفؤاد فُؤاد
كل كُلّ
اولئك أُولائِكَ
كان كان
عنه عَن
مسئولا مَسْؤُول
ولا لا
تمش مَشَى
في فِي
الارض أَرْض
مرحا مَرَح
انك أَنَّ
لن لَن
تخرق خَرَق
الارض أَرْض
ولن لَن
تبلغ بَلَغ
الجبال جَبَل
طولا طُول
كل كُلّ
ذلك ذٰلِكَ
كان كان
سيئه سَيِّء
عند عِنْد
ربك رَبّ
مكروها مَكَر
ذلك ذٰلِكَ
مما مِن
اوحي أَوْحَى
اليك إِلَى
ربك رَبّ
من مِن
الحكمة حِكْمَة
ولا لا
تجعل جَعَل
مع مَع
الله اللَّه
الها وَلِي
اخر آخَر
فتلقي أَلْقَى
في فِي
جهنم جَهَنَّم
ملوما مَلُوم
مدحورا مَدْحُور
افاصفاكم افاصفاكم
ربكم رَبّ
بالبنين بَنُون
واتخذ ٱِتَّخَذ
من مِن
الملائكة مَلْأَك
اناثا إِناث
انكم إِنَّ
لتقولون لتقولون
قولا قَوْل
عظيما عَظِيم
ولقد قَدْ
صرفنا صَرْف
في فِي
هذا هٰذا
القران قُرْآن
ليذكروا ذَكَر
وما ما
يزيدهم زاد
الا إِلّا
نفورا نَفْرَة
قل قال
لو لَو
كان كان
معه مَع
الهة إِلٰه
كما كَما
يقولون قال
اذا إِذا
لابتغوا ٱِبْتَغَى
الي إِلَى
ذي ذُو
العرش عَرْش
سبيلا سَبِيل
سبحانه سُبْحان
وتعالي تَعالَى
عما عَن
يقولون قال
علوا عَلا
كبيرا كَبِير
تسبح سَبَح
له لِ
السماوات سَماء
السبع سَبْع
والارض أَرْض
ومن مِن
فيهن فِي
وان أَنَّ
من مِن
شيء شَيْء
الا إِلّا
يسبح سَبَح
بحمده حَمْد
ولكن لٰكِن
لا لا
تفقهون فَقِه
تسبيحهم تَسْبِيح
انه أَنَّ
كان كان
حليما حَلِيم
غفورا غَفُور
واذا إِذا
قرات قَرَأ
القران قُرْآن
جعلنا جَعَل
بينك بَيْنَ
وبين بَيِّن
الذين الَّذِي
لا لا
يؤمنون آمَن
بالاخرة آخِرَة
حجابا حِجاب
مستورا مَسْتُور
وجعلنا جَعَل
علي عَلَى
قلوبهم قَلْب
اكنة كان
ان أَنَّ
يفقهوه فَقِه
وفي فِي
اذانهم أُذُن
وقرا قَرَأ
واذا إِذا
ذكرت ذَكَر
ربك رَبّ
في فِي
القران قُرْآن
وحده وَحْد
ولوا وَلَّى
علي عَلَى
ادبارهم دُبْر
نفورا نَفْرَة
نحن نَحْنُ
اعلم عَلِم
بما ما
يستمعون ٱِسْتَمَع
به بِ
اذ إِذ
يستمعون ٱِسْتَمَع
اليك إِلَى
واذ إِذ
هم هُم
نجوي نَجْوَى
اذ إِذ
يقول قال
الظالمون ظالِم
ان أَنَّ
تتبعون تَبِع
الا إِلّا
رجلا رَجُل
مسحورا مَسْحُور
انظر نَظَر
كيف كَيْفَ
ضربوا ضَرَب
لك لِ
الامثال مَثَل
فضلوا فَضَّل
فلا لا
يستطيعون ٱِسْتَطاع
سبيلا سَبِيل
وقالوا قال
ااذا ااذا
كنا كان
عظاما عَظِيم
ورفاتا رُفات
اانا اانا
لمبعوثون مَبْعُوث
خلقا خَلْق
جديدا جَدِيد
قل قال
كونوا كان
حجارة حَجّار
او أَو
حديدا حَدِيد
او أَو
خلقا خَلْق
مما مِن
يكبر كَبَر
في فِي
صدوركم صُدُور
فسيقولون قال
من مِن
يعيدنا أَعاد
قل قال
الذي الَّذِي
فطركم فُطْر
اول أَوَّل
مرة مَرَّة
فسينغضون فسينغضون
اليك إِلَى
رءوسهم رءوسهم
ويقولون قال
متي مَتَى
هو هُوَ
قل قال
عسي عَسَى
ان أَنَّ
يكون كان
قريبا قَرِيب
يوم يَوْم
يدعوكم دَعا
فتستجيبون ٱِسْتَجاب
بحمده حَمْد
وتظنون ظَنّ
ان أَنَّ
لبثتم لَبِث
الا إِلّا
قليلا قَلِيل
وقل قال
لعبادي عِباد
يقولوا قال
التي الَّذِي
هي هِيَ
احسن أَحْسَن
ان أَنَّ
الشيطان شَيْطان
ينزغ ينزغ
بينهم بَيِّن
ان أَنَّ
الشيطان شَيْطان
كان كان
للانسان إِنْسان
عدوا عَدُوّ
مبينا مُبَيِّن
ربكم رَبّ
اعلم عَلِم
بكم بِ
ان أَنَّ
يشا شاء
يرحمكم رَحِم
او أَو
ان أَنَّ
يشا شاء
يعذبكم عَذَب
وما ما
ارسلناك أَرْسَل
عليهم عَلَى
وكيلا وَكِيل
وربك رَبّ
اعلم عَلِم
بمن مَن
في فِي
السماوات سَماء
والارض أَرْض
ولقد قَدْ
فضلنا فَضْل
بعض عَضّ
النبيين نَبِيّ
علي عَلَى
بعض عَضّ
واتينا أَتَى
داوود داوُد
زبورا زَبُور
قل قال
ادعوا ٱِدَّعَى
الذين الَّذِي
زعمتم زَعَم
من مِن
دونه دُون
فلا لا
يملكون مَلَك
كشف كَشَف
الضر ضِرّ
عنكم عَن
ولا لا
تحويلا تَحْوِيل
اولئك أُولائِكَ
الذين الَّذِي
يدعون ٱِدَّعَى
يبتغون ٱِبْتَغَى
الي إِلَى
ربهم رَبّ
الوسيلة وَسِيلَة
ايهم أَيّ
اقرب أَقْرَب
ويرجون رَجا
رحمته رَحْمَة
ويخافون خاف
عذابه عَذاب
ان أَنَّ
عذاب عَذاب
ربك رَبّ
كان كان
محذورا مَحْذُور
وان أَنَّ
من مِن
قرية قَرْيَة
الا إِلّا
نحن نَحْنُ
مهلكوها مُهْلِك
قبل قِبَل
يوم يَوْم
القيامة قِيامَة
او أَو
معذبوها مُعَذِّب
عذابا عَذاب
شديدا شَدِيد
كان كان
ذلك ذٰلِكَ
في فِي
الكتاب كِتاب
مسطورا مسطورا
وما ما
منعنا مَنْع
ان أَنَّ
نرسل أَرْسَل
بالايات آيَة
الا إِلّا
ان أَنَّ
كذب كِذْب
بها بِ
الاولون أَوَّل
واتينا أَتَى
ثمود ثمود
الناقة ناقَة
مبصرة مبصره
فظلموا ظَلَم
بها بِ
وما ما
نرسل أَرْسَل
بالايات آيَة
الا إِلّا
تخويفا تَخْوِيف
واذ إِذ
قلنا قال
لك لِ
ان أَنَّ
ربك رَبّ
احاط أَحاط
بالناس ناس
وما ما
جعلنا جَعَل
الرؤيا رُؤَى
التي الَّذِي
اريناك اريناك
الا إِلّا
فتنة فِتْنَة
للناس ناس
والشجرة شَجَرَة
الملعونة مَلْعُون
في فِي
القران قُرْآن
ونخوفهم خَوَّف
فما ما
يزيدهم زاد
الا إِلّا
طغيانا طُغْيان
كبيرا كَبِير
واذ إِذ
قلنا قال
للملائكة مَلْأَك
اسجدوا اسجدوا
لادم أَدْمَى
فسجدوا سَجَد
الا إِلّا
ابليس إِبْلِيس
قال قال
ااسجد ااسجد
لمن مَن
خلقت خَلَق
طينا طَيّ
قال قال
ارايتك أَرْأَى
هذا هٰذا
الذي الَّذِي
كرمت كَرَّم
علي عَلَى
لئن إِنَّ
اخرتن اخرتن
الي إِلَى
يوم يَوْم
القيامة قِيامَة
لاحتنكن لاحتنكن
ذريته ذَرِّيّ
الا إِلّا
قليلا قَلِيل
قال قال
اذهب ذَهَب
فمن مِن
تبعك تَبِع
منهم مِن
فان إِنَّ
جهنم جَهَنَّم
جزاؤكم جَزاء
جزاء جَزاء
موفورا مَوْفُور
واستفزز واستفزز
من مِن
استطعت ٱِسْتَطاع
منهم مِن
بصوتك صَوْت
واجلب جَلَب
عليهم عَلَى
بخيلك خَيْل
ورجلك رَجُل
وشاركهم شارَك
في فِي
الاموال مال
والاولاد وَلَد
وعدهم وَعَد
وما ما
يعدهم وَعَد
الشيطان شَيْطان
الا إِلّا
غرورا غُرُور
ان أَنَّ
عبادي عِباد
ليس لَيِس
لك لِ
عليهم عَلَى
سلطان سُلْطان
وكفي كَفَى
بربك رَبّ
وكيلا وَكِيل
ربكم رَبّ
الذي الَّذِي
يزجي زَجَّى
لكم لِ
الفلك فَلَك
في فِي
البحر بَحْر
لتبتغوا ٱِبْتَغَى
من مِن
فضله فَضْل
انه أَنَّ
كان كان
بكم بِ
رحيما رَحِيم
واذا إِذا
مسكم مَسّ
الضر ضِرّ
في فِي
البحر بَحْر
ضل ضَلّ
من مِن
تدعون دَعا
الا إِلّا
اياه إِيّا
فلما لَمّا
نجاكم نَجا
الي إِلَى
البر بَرّ
اعرضتم أَعْرَض
وكان كان
الانسان إِنْسان
كفورا كفورا
افامنتم افامنتم
ان أَنَّ
يخسف خَسَف
بكم بِ
جانب جانِب
البر بَرّ
او أَو
يرسل أَرْسَل
عليكم عَلَى
حاصبا حاصبا
ثم ثُمَّ
لا لا
تجدوا وَجَد
لكم لِ
وكيلا وَكِيل
ام أَم
امنتم أَمَّن
ان أَنَّ
يعيدكم أَعاد
فيه فِي
تارة تارَةً
اخري أُخْرَى
فيرسل أَرْسَل
عليكم عَلَى
قاصفا قاصفا
من مِن
الريح رِيح
فيغرقكم غَرِق
بما ما
كفرتم كَفَّر
ثم ثُمَّ
لا لا
تجدوا وَجَد
لكم لِ
علينا عَلَى
به بِ
تبيعا باع
ولقد قَدْ
كرمنا كَرَّم
بني بَنِي
ادم آدَم
وحملناهم حَمَل
في فِي
البر بَرّ
والبحر بَحْر
ورزقناهم رَزَق
من مِن
الطيبات طَيِّب
وفضلناهم فَضَّل
علي عَلَى
كثير كَثِير
ممن مِن
خلقنا خَلَق
تفضيلا تَفْضِيل
يوم يَوْم
ندعو دَعا
كل كُلّ
اناس إِنْس
بامامهم أَمام
فمن مِن
اوتي أُوتِي
كتابه كِتاب
بيمينه يَمِين
فاولئك أُولائِكَ
يقرءون يقرءون
كتابهم كِتاب
ولا لا
يظلمون ٱِظَّلَم
فتيلا فَتِيل
ومن مِن
كان كان
في فِي
هذه هٰذا
اعمي أَعْمَى
فهو هُوَ
في فِي
الاخرة آخِرَة
اعمي أَعْمَى
واضل أَضَلّ
سبيلا سَبِيل
وان أَنَّ
كادوا كاد
ليفتنونك ليفتنونك
عن عَن
الذي الَّذِي
اوحينا أَوْحَى
اليك إِلَى
لتفتري ٱِفْتَرَى
علينا عَلَى
غيره غَيْر
واذا إِذا
لاتخذوك ٱِتَّخَذ
خليلا خَلِيل
ولولا لَوْلا
ان أَنَّ
ثبتناك ثَبَّت
لقد قَدْ
كدت كَدّ
تركن راوَنْد
اليهم إِلَى
شيئا شَيْء
قليلا قَلِيل
اذا إِذا
لاذقناك أَذاق
ضعف ضُعْف
الحياة حَياة
وضعف ضُعْف
الممات مَمات
ثم ثُمَّ
لا لا
تجد وَجَد
لك لِ
علينا عَلَى
نصيرا نَصِير
وان أَنَّ
كادوا كاد
ليستفزونك ليستفزونك
من مِن
الارض أَرْض
ليخرجوك أَخْرَج
منها مِن
واذا إِذا
لا لا
يلبثون لَبِث
خلافك خِلاف
الا إِلّا
قليلا قَلِيل
سنة سَنَة
من مِن
قد قَدْ
ارسلنا أَرْسَل
قبلك قَبِل
من مِن
رسلنا رَسُول
ولا لا
تجد وَجَد
لسنتنا سَنَة
تحويلا تَحْوِيل
اقم قَمّ
الصلاة صَلاة
لدلوك دَلّ
الشمس شَمْس
الي إِلَى
غسق غَسَق
الليل لَيْل
وقران قَرَأ
الفجر فَجْر
ان أَنَّ
قران قَرَأ
الفجر فَجْر
كان كان
مشهودا مَشْهُود
ومن مِن
الليل لَيْل
فتهجد تَهَجَّد
به بِ
نافلة نافِلَة
لك لِ
عسي عَسَى
ان أَنَّ
يبعثك بَعَث
ربك رَبّ
مقاما مُقام
محمودا مَحْمُود
وقل قال
رب رَبّ
ادخلني أَدْخَل
مدخل مَدْخَل
صدق صَدَّق
واخرجني أَخْرَج
مخرج مَخْرَج
صدق صَدَّق
واجعل جَعَل
لي لِ
من مِن
لدنك دان
سلطانا سُلْطان
نصيرا نَصِير
وقل قال
جاء جاء
الحق حَقّ
وزهق زَهَق
الباطل باطِل
ان أَنَّ
الباطل باطِل
كان كان
زهوقا زَهُوق
وننزل نَزَل
من مِن
القران قُرْآن
ما ما
هو هُوَ
شفاء شِفاء
ورحمة رَحْمَة
للمؤمنين مُؤْمِن
ولا لا
يزيد زاد
الظالمين ظالِم
الا إِلّا
خسارا خسارا
واذا إِذا
انعمنا أَنْعَم
علي عَلَى
الانسان إِنْسان
اعرض عَرَض
وناي نَأَى
بجانبه جانِب
واذا إِذا
مسه مَسّ
الشر شَرّ
كان كان
يئوسا يَؤُوس
قل قال
كل كُلّ
يعمل عَمِل
علي عَلَى
شاكلته شاكَل
فربكم رَبّ
اعلم عَلِم
بمن مَن
هو هُوَ
اهدي أَهْدَى
سبيلا سَبِيل
ويسالونك سَأَل
عن عَن
الروح رُوح
قل قال
الروح رُوح
من مِن
امر أَمْر
ربي رَبّ
وما ما
اوتيتم اوتيتم
من مِن
العلم عِلْم
الا إِلّا
قليلا قَلِيل
ولئن إِنَّ
شئنا شاء
لنذهبن لنذهبن
بالذي بالذي
اوحينا أَوْحَى
اليك إِلَى
ثم ثُمَّ
لا لا
تجد وَجَد
لك لِ
به بِ
علينا عَلَى
وكيلا وَكِيل
الا إِلّا
رحمة رَحِم
من مِن
ربك رَبّ
ان أَنَّ
فضله فَضْل
كان كان
عليك عَلَى
كبيرا كَبِير
قل قال
لئن إِنَّ
اجتمعت ٱِجْتَمَع
الانس إِنْس
والجن لَجِن
علي عَلَى
ان أَنَّ
ياتوا أَتَى
بمثل مِثْل
هذا هٰذا
القران قُرْآن
لا لا
ياتون أَتَى
بمثله مِثْل
ولو لَو
كان كان
بعضهم عَضّ
لبعض بَعْض
ظهيرا ظَهِير
ولقد قَدْ
صرفنا صَرْف
للناس ناس
في فِي
هذا هٰذا
القران قُرْآن
من مِن
كل كُلّ
مثل مِثْل
فابي أَب
اكثر أَكْثَر
الناس ناس
الا إِلّا
كفورا كفورا
وقالوا قال
لن لَن
نؤمن آمَن
لك لِ
حتي حَتَّى
تفجر تَفَجُّر
لنا لِ
من مِن
الارض أَرْض
ينبوعا يَنْبُوع
او أَو
تكون كان
لك لِ
جنة جَنَّة
من مِن
نخيل نَخْل
وعنب عِنَب
فتفجر فَجَّر
الانهار نَهْر
خلالها خِلالَ
تفجيرا تَفْجِير
او أَو
تسقط سَقَط
السماء سَماء
كما كَما
زعمت زَعَم
علينا عَلَى
كسفا كَسَف
او أَو
تاتي أَتَى
بالله اللَّه
والملائكة مَلْأَك
قبيلا قَبِيل
او أَو
يكون كان
لك لِ
بيت بَيْت
من مِن
زخرف زَخْرَف
او أَو
ترقي رَقِي
في فِي
السماء سَماء
ولن لَن
نؤمن آمَن
لرقيك رَقِي
حتي حَتَّى
تنزل نَزَل
علينا عَلَى
كتابا كِتاب
نقرؤه نقرؤه
قل قال
سبحان سُبْحان
ربي رَبّ
هل هَل
كنت كان
الا إِلّا
بشرا بَشَر
رسولا رَسُول
وما ما
منع مَنْع
الناس ناس
ان أَنَّ
يؤمنوا أَمَّن
اذ إِذ
جاءهم جاء
الهدي هَدْي
الا إِلّا
ان أَنَّ
قالوا قال
ابعث بَعَث
الله اللَّه
بشرا بَشَر
رسولا رَسُول
قل قال
لو لَو
كان كان
في فِي
الارض أَرْض
ملائكة مَلْأَك
يمشون مَشَى
مطمئنين مُطْمَئِنّ
لنزلنا نَزَل
عليهم عَلَى
من مِن
السماء سَماء
ملكا مِلْك
رسولا رَسُول
قل قال
كفي كَفَى
بالله اللَّه
شهيدا شَهِيد
بيني بَيْنِيّ
وبينكم بَيْنَ
انه أَنَّ
كان كان
بعباده عِبادَة
خبيرا خَبِير
بصيرا بَصِير
ومن مِن
يهد أَهْدَى
الله اللَّه
فهو هُوَ
المهتد المهتد
ومن مِن
يضلل ضَلَّل
فلن لَن
تجد وَجَد
لهم لِ
اولياء وَلِيّ
من مِن
دونه دُون
ونحشرهم حَشَر
يوم يَوْم
القيامة قِيامَة
علي عَلَى
وجوههم وَجْه
عميا عَمِي
وبكما بِ
وصما أَصَمّ
ماواهم مَأْوَى
جهنم جَهَنَّم
كلما كَلْم
خبت خاب
زدناهم زاد
سعيرا سَعِير
ذلك ذٰلِكَ
جزاؤهم جَزاء
بانهم أَنَّ
كفروا كَفَّر
باياتنا آيَة
وقالوا قال
ااذا ااذا
كنا كان
عظاما عَظِيم
ورفاتا رُفات
اانا اانا
لمبعوثون مَبْعُوث
خلقا خَلْق
جديدا جَدِيد
اولم أَوْلَم
يروا راوَنْد
ان أَنَّ
الله اللَّه
الذي الَّذِي
خلق خَلْق
السماوات سَماء
والارض أَرْض
قادر قادِر
علي عَلَى
ان أَنَّ
يخلق خَلَق
مثلهم مِثْل
وجعل جَعَل
لهم لِ
اجلا آجِل
لا لا
ريب رَيْب
فيه فِي
فابي أَب
الظالمون ظالِم
الا إِلّا
كفورا كفورا
قل قال
لو لَو
انتم أَنْتُم
تملكون مَلَك
خزائن خِزانَة
رحمة رَحِم
ربي رَبّ
اذا إِذا
لامسكتم أَمْسَك
خشية خَشْيَة
الانفاق إِنْفاق
وكان كان
الانسان إِنْسان
قتورا قتورا
ولقد قَدْ
اتينا أَتَى
موسي مُوسَى
تسع تِسْع
ايات آيَة
بينات بَيِّنَة
فاسال سَأَل
بني بَنِي
اسرائيل إِسْرائِيل
اذ إِذ
جاءهم جاء
فقال قال
له لِ
فرعون فِرْعَوْن
اني أَنَّ
لاظنك ظَنّ
يا يا
موسي مُوسَى
مسحورا مَسْحُور
قال قال
لقد قَدْ
علمت عَلِم
ما ما
انزل أَنْزَل
هؤلاء هٰذا
الا إِلّا
رب رَبّ
السماوات سَماء
والارض أَرْض
بصائر بَصِيرَة
واني أَنَّ
لاظنك ظَنّ
يا يا
فرعون فِرْعَوْن
مثبورا مثبورا
فاراد أَراد
ان أَنَّ
يستفزهم ٱِسْتَفَزّ
من مِن
الارض أَرْض
فاغرقناه أَغْرَق
ومن مِن
معه مَع
جميعا جَمِيع
وقلنا قال
من مِن
بعده بُعْد
لبني بُنَيّ
اسرائيل إِسْرائِيل
اسكنوا أَسْكَن
الارض أَرْض
فاذا إِذا
جاء جاء
وعد وَعَد
الاخرة آخِرَة
جئنا جاء
بكم بِ
لفيفا فِيفا
وبالحق حَقّ
انزلناه أَنْزَل
وبالحق حَقّ
نزل نَزَل
وما ما
ارسلناك أَرْسَل
الا إِلّا
مبشرا مُبَشِّر
ونذيرا نَذِير
وقرانا قَرْيَة
فرقناه فَرَّق
لتقراه أَقَرّ
علي عَلَى
الناس ناس
علي عَلَى
مكث مَكَث
ونزلناه نَزَل
تنزيلا تَنْزِيل
قل قال
امنوا أَمَّن
به بِ
او أَو
لا لا
تؤمنوا أَمَّن
ان أَنَّ
الذين الَّذِي
اوتوا اوتوا
العلم عِلْم
من مِن
قبله قِبَل
اذا إِذا
يتلي تَلا
عليهم عَلَى
يخرون خَرّ
للاذقان ذَقْن
سجدا سَجَد
ويقولون قال
سبحان سُبْحان
ربنا رَبّ
ان أَنَّ
كان كان
وعد وَعَد
ربنا رَبّ
لمفعولا مَفْعُول
ويخرون خَرّ
للاذقان ذَقْن
يبكون بَكَى
ويزيدهم زاد
خشوعا خُشُوع
قل قال
ادعوا ٱِدَّعَى
الله اللَّه
او أَو
ادعوا ٱِدَّعَى
الرحمن رَحْمٰن
ايا أَيّ
ما ما
تدعوا دَعا
فله لِ
الاسماء ٱِسْم
الحسني أَحْسَن
ولا لا
تجهر جَهَر
بصلاتك صَلاة
ولا لا
تخافت خافَت
بها بِ
وابتغ ٱِبْتَغَى
بين بَيِّن
ذلك ذٰلِكَ
سبيلا سَبِيل
وقل قال
الحمد حَمْد
لله اللَّه
الذي الَّذِي
لم لَم
يتخذ ٱِتَّخَذ
ولدا وَلَد
ولم لَم
يكن كان
له لِ
شريك شَرِيك
في فِي
الملك مَلِك
ولم لَم
يكن كان
له لِ
ولي وَلِيّ
من مِن
الذل ذُلّ
وكبره كَبَر
تكبيرا تَكْبِير
بسم سَمّ
الله اللَّه
الرحمن رَحْمٰن
الرحيم رَحِيم
الحمد حَمْد
لله اللَّه
الذي الَّذِي
انزل أَنْزَل
علي عَلَى
عبده عَبْدُه
الكتاب كِتاب
ولم لَم
يجعل جَعَل
له لِ
عوجا عَوَج
قيما قِيمَة
لينذر أَنْذَر
باسا بَأْس
شديدا شَدِيد
من مِن
لدنه دان
ويبشر بَشَّر
المؤمنين مُؤْمِن
الذين الَّذِي
يعملون عَمِل
الصالحات صالِح
ان أَنَّ
لهم لِ
اجرا أُجْرَة
حسنا حُسْن
ماكثين ماكثين
فيه فِي
ابدا أَبَد
وينذر أَنْذَر
الذين الَّذِي
قالوا قال
اتخذ ٱِتَّخَذ
الله اللَّه
ولدا وَلَد
ما ما
لهم لِ
به بِ
من مِن
علم عَلِم
ولا لا
لابائهم آباء
كبرت كَبَر
كلمة كَلِمَة
تخرج خَرَج
من مِن
افواههم فُوه
ان أَنَّ
يقولون قال
الا إِلّا
كذبا كِذْب
فلعلك لَعَلَّ
باخع باخع
نفسك نَفْس
علي عَلَى
اثارهم أَثار
ان أَنَّ
لم لَم
يؤمنوا أَمَّن
بهذا هٰذا
الحديث حَدِيث
اسفا أَسَف
انا أَنا
جعلنا جَعَل
ما ما
علي عَلَى
الارض أَرْض
زينة زَيَّن
لها لِ
لنبلوهم نَبَل
ايهم أَيّ
احسن أَحْسَن
عملا عَمَل
وانا أَنا
لجاعلون لجاعلون
ما ما
عليها عَلَى
صعيدا صَعِيد
جرزا جَرَز
ام أَم
حسبت حَسِب
ان أَنَّ
اصحاب صاحِب
الكهف كَهْف
والرقيم رَقِيم
كانوا كان
من مِن
اياتنا آيَة
عجبا عَجَب
اذ إِذ
اوي أَوَى
الفتية فَتَى
الي إِلَى
الكهف كَهْف
فقالوا قال
ربنا رَبّ
اتنا أَتان
من مِن
لدنك دان
رحمة رَحِم
وهيئ هَيَّأ
لنا لِ
من مِن
امرنا أَمَرّ
رشدا رَشَد
فضربنا ضَرْب
علي عَلَى
اذانهم أُذُن
في فِي
الكهف كَهْف
سنين سَنَة
عددا عَدَد
ثم ثُمَّ
بعثناهم بَعَث
لنعلم عَلِم
اي أَيّ
الحزبين حِزْب
احصي أَحْصَى
لما ما
لبثوا لَبِث
امدا أَمْبِير
نحن نَحْنُ
نقص نَقْص
عليك عَلَى
نباهم نَبَأ
بالحق حَقّ
انهم أَنَّ
فتية فَتَى
امنوا أَمَّن
بربهم رَبّ
وزدناهم زاد
هدي هَدْي
وربطنا رَبَط
علي عَلَى
قلوبهم قَلْب
اذ إِذ
قاموا قام
فقالوا قال
ربنا رَبّ
رب رَبّ
السماوات سَماء
والارض أَرْض
لن لَن
ندعو دَعا
من مِن
دونه دُون
الها وَلِي
لقد قَدْ
قلنا قال
اذا إِذا
شططا شَطَط
هؤلاء هٰذا
قومنا قَوْم
اتخذوا ٱِتَّخَذ
من مِن
دونه دُون
الهة إِلٰه
لولا لَوْلا
ياتون أَتَى
عليهم عَلَى
بسلطان سُلْطان
بين بَيِّن
فمن مِن
اظلم ٱِظَّلَم
ممن مِن
افتري ٱِفْتَرَى
علي عَلَى
الله اللَّه
كذبا كِذْب
واذ إِذ
اعتزلتموهم اعتزلتموهم
وما ما
يعبدون عَبَد
الا إِلّا
الله اللَّه
فاووا أَوَى
الي إِلَى
الكهف كَهْف
ينشر نَشَر
لكم لِ
ربكم رَبّ
من مِن
رحمته رَحْمَة
ويهيئ هَيَّأ
لكم لِ
من مِن
امركم أَمَرّ
مرفقا مِرْفَق
وتري وَرَى
الشمس شَمْس
اذا إِذا
طلعت طَلَع
تزاور تَزاوَر
عن عَن
كهفهم كَهْف
ذات ذات
اليمين يَمِين
واذا إِذا
غربت غَرَب
تقرضهم أَقْرَض
ذات ذات
الشمال شَمال
وهم هُم
في فِي
فجوة فَجْوَة
منه مِن
ذلك ذٰلِكَ
من مِن
ايات آيَة
الله اللَّه
من مِن
يهد أَهْدَى
الله اللَّه
فهو هُوَ
المهتد المهتد
ومن مِن
يضلل ضَلَّل
فلن لَن
تجد وَجَد
له لِ
وليا وَلِي
مرشدا مُرْشِد
وتحسبهم تَحَسُّب
ايقاظا يَقِظ
وهم هُم
رقود راقِد
ونقلبهم قَلَب
ذات ذات
اليمين يَمِين
وذات ذات
الشمال شَمال
وكلبهم كَلْب
باسط باسِط
ذراعيه ذِراع
بالوصيد وَصِيد
لو لَو
اطلعت ٱِطَّلَع
عليهم عَلَى
لوليت وَلِي
منهم مِن
فرارا فِرار
ولملئت ولملئت
منهم مِن
رعبا رُعْب
وكذلك ذٰلِكَ
بعثناهم بَعَث
ليتساءلوا تَساءَل
بينهم بَيِّن
قال قال
قائل قائِل
منهم مِن
كم كَم
لبثتم لَبِث
قالوا قال
لبثنا بَثّ
يوما يَوْم
او أَو
بعض عَضّ
يوم يَوْم
قالوا قال
ربكم رَبّ
اعلم عَلِم
بما ما
لبثتم لَبِث
فابعثوا فابعثوا
احدكم أَحَد
بورقكم وَرَق
هذه هٰذا
الي إِلَى
المدينة مَدِينَة
فلينظر نَظَر
ايها أَيُّها
ازكي زَكَّى
طعاما طَعام
فلياتكم أَتَى
برزق رِزْق
منه مِن
وليتلطف تَلَطَّف
ولا لا
يشعرن شَعَر
بكم بِ
احدا أَحَد
انهم أَنَّ
ان أَنَّ
يظهروا ظَهَر
عليكم عَلَى
يرجموكم رَجَم
او أَو
يعيدوكم أَعاد
في فِي
ملتهم مِلَّة
ولن لَن
تفلحوا أَفْلَح
اذا إِذا
ابدا أَبَد
وكذلك ذٰلِكَ
اعثرنا أَعْثَر
عليهم عَلَى
ليعلموا عَلِم
ان أَنَّ
وعد وَعَد
الله اللَّه
حق حَقّ
وان أَنَّ
الساعة ساعَة
لا لا
ريب رَيْب
فيها فِي
اذ إِذ
يتنازعون تَنازَع
بينهم بَيِّن
امرهم أَمْر
